codigo,descricao,quantidade,soma,frequencia,frequencia_relativa
47,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,13,13,1,0.0039
47,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,16,16,1,0.0039
47,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,17,17,1,0.0039
48,8122 BR POSTE C/TUBO AL P/2 LAMP INJ TER,1,12,12,0.5714
48,8122 BR POSTE C/TUBO AL P/2 LAMP INJ TER,2,6,3,0.1429
48,8122 BR POSTE C/TUBO AL P/2 LAMP INJ TER,3,15,5,0.2381
48,8122 BR POSTE C/TUBO AL P/2 LAMP INJ TER,4,4,1,0.0476
4953,8853 GLOBO DE PLÁSTICO 15X30 LEITOSO,2,4,2,1.0
5201,8322 IMB ARANDELA TRIANG. INJ P/ 1 LAMP,60,60,1,1.0
5349,8267/2 PR/CR SPOT EM AL P/ 2 LAMP,1,1,1,1.0
5506,8384 BR ARANDELA INJ P/1 LAMP SUP C/ PIN,1,2,2,0.6667
5506,8384 BR ARANDELA INJ P/1 LAMP SUP C/ PIN,2,2,1,0.3333
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,1,9,9,0.2308
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,2,22,11,0.2821
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,3,3,1,0.0256
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,4,20,5,0.1282
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,5,5,1,0.0256
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,6,54,9,0.2308
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8,8,1,0.0256
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,10,10,1,0.0256
5507,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,11,11,1,0.0256
5510,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,1,3,3,0.3
5510,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,2,8,4,0.4
5510,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,4,4,1,0.1
5510,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,5,5,1,0.1
5510,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,6,6,1,0.1
5513,8381 PR ARANDELA INJ P/1 LAMP C/SUP SUP,2,2,1,1.0
5516,8382 PR PENDENTE INJ P/ 1 LAMP C/ PINHAO,2,2,1,1.0
5518,8385 BR BALIZADOR INJ P/1 LAMP,1,2,2,0.05
5518,8385 BR BALIZADOR INJ P/1 LAMP,2,6,3,0.075
5518,8385 BR BALIZADOR INJ P/1 LAMP,3,6,2,0.05
5518,8385 BR BALIZADOR INJ P/1 LAMP,4,4,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP,5,10,2,0.05
5518,8385 BR BALIZADOR INJ P/1 LAMP,6,6,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP,8,8,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP ,1,11,11,0.275
5518,8385 BR BALIZADOR INJ P/1 LAMP ,2,10,5,0.125
5518,8385 BR BALIZADOR INJ P/1 LAMP ,3,3,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP ,4,4,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP ,5,10,2,0.05
5518,8385 BR BALIZADOR INJ P/1 LAMP ,6,18,3,0.075
5518,8385 BR BALIZADOR INJ P/1 LAMP ,7,7,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP ,9,18,2,0.05
5518,8385 BR BALIZADOR INJ P/1 LAMP ,10,10,1,0.025
5518,8385 BR BALIZADOR INJ P/1 LAMP ,11,11,1,0.025
5519,8385 PR BALIZADOR INJ P/1 LAMP ,1,13,13,0.1857
5519,8385 PR BALIZADOR INJ P/1 LAMP ,2,36,18,0.2571
5519,8385 PR BALIZADOR INJ P/1 LAMP ,3,39,13,0.1857
5519,8385 PR BALIZADOR INJ P/1 LAMP ,4,32,8,0.1143
5519,8385 PR BALIZADOR INJ P/1 LAMP ,5,15,3,0.0429
5519,8385 PR BALIZADOR INJ P/1 LAMP ,6,48,8,0.1143
5519,8385 PR BALIZADOR INJ P/1 LAMP ,7,7,1,0.0143
5519,8385 PR BALIZADOR INJ P/1 LAMP ,8,24,3,0.0429
5519,8385 PR BALIZADOR INJ P/1 LAMP ,12,12,1,0.0143
5519,8385 PR BALIZADOR INJ P/1 LAMP ,16,16,1,0.0143
5519,8385 PR BALIZADOR INJ P/1 LAMP ,24,24,1,0.0143
5531,8430 BR PENDENTE INJ P/ 1 LAMP ,1,1,1,0.25
5531,8430 BR PENDENTE INJ P/ 1 LAMP ,2,2,1,0.25
5531,8430 BR PENDENTE INJ P/ 1 LAMP ,4,4,1,0.25
5531,8430 BR PENDENTE INJ P/ 1 LAMP ,14,14,1,0.25
5532,8430 PR PENDENTE INJ P/ 1 LAMP,1,1,1,0.0714
5532,8430 PR PENDENTE INJ P/ 1 LAMP ,1,2,2,0.1429
5532,8430 PR PENDENTE INJ P/ 1 LAMP ,2,10,5,0.3571
5532,8430 PR PENDENTE INJ P/ 1 LAMP ,3,6,2,0.1429
5532,8430 PR PENDENTE INJ P/ 1 LAMP ,4,8,2,0.1429
5532,8430 PR PENDENTE INJ P/ 1 LAMP ,5,5,1,0.0714
5532,8430 PR PENDENTE INJ P/ 1 LAMP ,7,7,1,0.0714
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,1,8,8,0.2963
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,2,14,7,0.2593
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,3,12,4,0.1481
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,4,12,3,0.1111
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,7,14,2,0.0741
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,10,10,1,0.037
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,11,11,1,0.037
5534,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,13,13,1,0.037
5535,8431 BR ARANDELA INJ P/ 1 LAMP C/SUP INF,1,1,1,1.0
5542,8432 BR ARANDELA INJ P/1 LAMP C/SUP SUPE,1,1,1,0.3333
5542,8432 BR ARANDELA INJ P/1 LAMP C/SUP SUPE,3,3,1,0.3333
5542,8432 BR ARANDELA INJ P/1 LAMP C/SUP SUPE,6,6,1,0.3333
5543,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,1,10,10,0.2941
5543,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,2,22,11,0.3235
5543,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,3,18,6,0.1765
5543,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,4,12,3,0.0882
5543,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,6,12,2,0.0588
5543,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,9,18,2,0.0588
5544,8433 PR BALIZADOR INJ P/1 LAMP ,1,6,6,0.3529
5544,8433 PR BALIZADOR INJ P/1 LAMP ,2,8,4,0.2353
5544,8433 PR BALIZADOR INJ P/1 LAMP ,4,8,2,0.1176
5544,8433 PR BALIZADOR INJ P/1 LAMP ,5,5,1,0.0588
5544,8433 PR BALIZADOR INJ P/1 LAMP ,6,12,2,0.1176
5544,8433 PR BALIZADOR INJ P/1 LAMP ,9,9,1,0.0588
5544,8433 PR BALIZADOR INJ P/1 LAMP ,39,39,1,0.0588
5545,8433 BR BALIZADOR INJ P/1 LAMP ,2,2,1,0.5
5545,8433 BR BALIZADOR INJ P/1 LAMP ,41,41,1,0.5
6,8101/2 BR/BR SPOT INJ P/2 LAMP S/ ALETA,1,1,1,0.5
6,8101/2 BR/BR SPOT INJ P/2 LAMP S/ ALETA,2,2,1,0.5
6654,8434/1 BR POSTE C/TUBO AL P/1 LAMP INJ ,6,6,1,1.0
6655,8434/1 PR POSTE C/TUBO AL P/1 LAMP INJ,1,1,1,0.5
6655,8434/1 PR POSTE C/TUBO AL P/1 LAMP INJ ,4,4,1,0.5
6672,8386/1 PR POSTE C/TUBO AL P/1 LAMP INJ ,1,1,1,1.0
6884,8311/1 PR PENDENTE INJ P/1 LAMP,1,1,1,1.0
6885,8311/1 BR PENDENTE INJ P/1 LAMP,1,1,1,1.0
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,1,5,5,0.1724
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,2,8,4,0.1379
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,3,15,5,0.1724
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,4,12,3,0.1034
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,5,15,3,0.1034
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,6,6,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,7,7,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,9,9,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,11,11,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,13,13,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,14,14,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,16,16,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,22,22,1,0.0345
7023,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,24,24,1,0.0345
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,1,6,6,0.125
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,2,12,6,0.125
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,3,18,6,0.125
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,4,20,5,0.1042
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,5,5,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,6,18,3,0.0625
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,7,14,2,0.0417
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8,24,3,0.0625
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,9,9,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,11,22,2,0.0417
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,12,36,3,0.0625
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,14,14,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,15,30,2,0.0417
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,18,18,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,19,19,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,20,20,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,22,44,2,0.0417
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,31,31,1,0.0208
7024,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,33,33,1,0.0208
7025,8336 MR ARANDELA INJ P/ 1 LAMP ASPEN,1,1,1,0.5
7025,8336 MR ARANDELA INJ P/ 1 LAMP ASPEN,2,2,1,0.5
7027,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,1,2,2,0.1667
7027,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,2,8,4,0.3333
7027,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,3,6,2,0.1667
7027,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,4,8,2,0.1667
7027,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,5,5,1,0.0833
7027,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,16,16,1,0.0833
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,1,7,7,0.1707
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,2,26,13,0.3171
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,3,21,7,0.1707
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,4,16,4,0.0976
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,5,10,2,0.0488
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,6,6,1,0.0244
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,12,36,3,0.0732
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,13,13,1,0.0244
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,17,17,1,0.0244
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,26,26,1,0.0244
7028,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,36,36,1,0.0244
7029,8440 BR ARAND GR INJ P/2 LAMP SAN DIEGO,10,10,1,1.0
7030,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,1,5,5,0.4167
7030,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,2,10,5,0.4167
7030,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,3,3,1,0.0833
7030,8440 PR ARAND GR INJ P/2 LAMP SAN DIEGO,14,14,1,0.0833
7032,8441 MR/LL ARAND PQ INJ P/1LAM SAN DIEGO,5,5,1,1.0
7033,8441 PR/LL ARAND PQ INJ P/1LAM SAN DIEGO,2,2,1,0.3333
7033,8441 PR/LL ARAND PQ INJ P/1LAM SAN DIEGO,3,6,2,0.6667
7034,8441 BR/LL ARAND PQ INJ P/1LAM SAN DIEGO,3,3,1,0.5
7034,8441 BR/LL ARAND PQ INJ P/1LAM SAN DIEGO,10,10,1,0.5
7189,8267/2 PR/CO SPOT EM AL P/2 LAMP,1,2,2,1.0
740,8280 BR PENDENTE INJ EM TEMOPLAS,1,1,1,0.5
740,8280 BR PENDENTE INJ EM TEMOPLAS,2,2,1,0.5
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,1,1,1,0.1429
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,2,2,1,0.1429
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,3,3,1,0.1429
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,4,4,1,0.1429
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,5,5,1,0.1429
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,6,6,1,0.1429
7919,8394 PR/LC ARANDELA INJ P/1 LAMP SACO PL,9,9,1,0.1429
7921,8395 BR/LC ARANDELA INJ P/1 LAMP SACO PL,4,4,1,1.0
8449,8423/3 BR/BR SPOT AL DELAWARE P/3 LAMP,2,2,1,1.0
8727,8551 PR BAL. INJ.C/GLOBO 25CM PVC BOC 10,6,6,1,0.5
8727,8551 PR BAL. INJ.C/GLOBO 25CM PVC BOC 10,12,12,1,0.5
8759,8567 PR ARAND. INJ. C/GLOBO PVC  BOCA 10,4,4,1,1.0
9425,8442 PR ARAND GR INJ P/2L E27 40CM-SACO,2,2,1,1.0
9430,8443 PR/LL ARAND PQ INJ P/1L E27 25CM,4,4,1,0.5
9430,8443 PR/LL ARAND PQ INJ P/1L E27 25CM,10,10,1,0.5
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,1,5,5,0.1
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,2,30,15,0.3
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,3,15,5,0.1
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,4,20,5,0.1
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,5,25,5,0.1
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,6,48,8,0.16
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,7,14,2,0.04
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8,16,2,0.04
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,14,14,1,0.02
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,15,15,1,0.02
9439,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,25,25,1,0.02
9440,8337 BR PENDENTE INJ P/ 1 LAMP E27-SACO,1,3,3,0.5
9440,8337 BR PENDENTE INJ P/ 1 LAMP E27-SACO,2,4,2,0.3333
9440,8337 BR PENDENTE INJ P/ 1 LAMP E27-SACO,3,3,1,0.1667
9441,8337 MR PENDENTE INJ P/ 1 LAMP E27-SACO,7,7,1,1.0
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,1,13,13,0.1238
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,2,30,15,0.1429
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,3,21,7,0.0667
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,4,52,13,0.1238
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,5,35,7,0.0667
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,6,66,11,0.1048
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,7,42,6,0.0571
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8,48,6,0.0571
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,9,18,2,0.019
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,10,30,3,0.0286
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,11,33,3,0.0286
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,12,48,4,0.0381
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,13,39,3,0.0286
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,15,30,2,0.019
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,16,16,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,18,18,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,20,20,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,21,21,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,22,22,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,23,23,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,25,25,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,34,34,1,0.0095
9444,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,35,70,2,0.019
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,1,4,4,0.2222
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,2,6,3,0.1667
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,3,9,3,0.1667
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,4,24,6,0.3333
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8,8,1,0.0556
9445,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,17,17,1,0.0556
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,2,2,1,0.1429
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,4,4,1,0.1429
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,5,5,1,0.1429
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,6,6,1,0.1429
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,10,10,1,0.1429
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,13,13,1,0.1429
9446,8338 MR ARANDELA INJ P/ 1 LAMP E27-SACO,14,14,1,0.1429
9447,8338 CO ARANDELA INJ P/ 1 LAMP E27-SACO,13,13,1,1.0
9449,8427 PR PENDENTE INJ P/ 1 LAMP E27-SACO,2,2,1,1.0
9450,8427 BR PENDENTE INJ P/ 1 LAMP E27-SACO,2,2,1,1.0
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,1,6,6,0.1333
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,2,26,13,0.2889
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,3,24,8,0.1778
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,4,20,5,0.1111
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,5,20,4,0.0889
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,7,7,1,0.0222
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8,16,2,0.0444
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,10,30,3,0.0667
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,13,26,2,0.0444
9454,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,14,14,1,0.0222
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,1,3,3,0.1765
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,2,20,10,0.5882
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,3,3,1,0.0588
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,4,4,1,0.0588
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,5,5,1,0.0588
9455,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,6,6,1,0.0588
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,1,5,5,0.3125
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,2,8,4,0.25
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,3,9,3,0.1875
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,4,4,1,0.0625
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,7,7,1,0.0625
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,10,10,1,0.0625
9456,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,11,11,1,0.0625
9459,8429 PR ARANDELA C/SUP.SUP.P/1L E27-SACO,1,7,7,0.4375
9459,8429 PR ARANDELA C/SUP.SUP.P/1L E27-SACO,2,6,3,0.1875
9459,8429 PR ARANDELA C/SUP.SUP.P/1L E27-SACO,3,9,3,0.1875
9459,8429 PR ARANDELA C/SUP.SUP.P/1L E27-SACO,5,15,3,0.1875
9460,8429 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,2,2,1,0.5
9460,8429 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,3,3,1,0.5
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,1,1,1,0.0909
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,2,6,3,0.2727
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,3,3,1,0.0909
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,4,4,1,0.0909
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,5,5,1,0.0909
9461,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,6,24,4,0.3636
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,1,4,4,0.0597
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,2,6,3,0.0448
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,3,9,3,0.0448
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,4,124,31,0.4627
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,5,15,3,0.0448
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,6,36,6,0.0896
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8,72,9,0.1343
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,9,9,1,0.0149
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,10,30,3,0.0448
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,12,36,3,0.0448
9470,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,18,18,1,0.0149
9471,8125 BR PENDENTE INJ P/1 LAMP E27,4,4,1,1.0
9472,8125 MR PENDENTE INJ P/1 LAMP E27-SACO,1,1,1,0.125
9472,8125 MR PENDENTE INJ P/1 LAMP E27-SACO,2,12,6,0.75
9472,8125 MR PENDENTE INJ P/1 LAMP E27-SACO,9,9,1,0.125
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,1,7,7,0.1556
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,2,42,21,0.4667
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,3,12,4,0.0889
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,4,20,5,0.1111
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,5,5,1,0.0222
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,6,12,2,0.0444
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,10,40,4,0.0889
9475,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,17,17,1,0.0222
9476,8126 BR ARANDELA C/SUP.INF.P/1L E27-SACO,1,2,2,0.2222
9476,8126 BR ARANDELA C/SUP.INF.P/1L E27-SACO,2,6,3,0.3333
