codigo,descricao,quantidade,soma,frequencia,frequencia_relativa
9476,8126 BR ARANDELA C/SUP.INF.P/1L E27-SACO,4,16,4,0.4444
9477,8126 MR ARANDELA C/SUP.INF.P/1L E27-SACO,1,1,1,0.5
9477,8126 MR ARANDELA C/SUP.INF.P/1L E27-SACO,2,2,1,0.5
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,1,12,12,0.3077
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,2,32,16,0.4103
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,3,12,4,0.1026
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,4,8,2,0.0513
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,5,5,1,0.0256
9480,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,6,24,4,0.1026
9481,8127 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,1,3,3,0.5
9481,8127 BR ARANDELA C/SUP.SUP.P/1L E27-SACO,2,6,3,0.5
9549,8328 BR ARANDELA P/1L E27 COM SUP.INFERI,2,2,1,1.0
9550,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,1,1,1,0.1429
9550,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,2,4,2,0.2857
9550,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,3,3,1,0.1429
9550,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,4,4,1,0.1429
9550,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,5,5,1,0.1429
9550,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,6,6,1,0.1429
9552,8329 BR ARANDELA INJ P/1 LAMP SUP C/ PIN,2,2,1,1.0
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,1,6,6,0.2308
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,2,14,7,0.2692
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,3,12,4,0.1538
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,4,8,2,0.0769
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,6,6,1,0.0385
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,7,7,1,0.0385
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8,32,4,0.1538
9553,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,11,11,1,0.0385
9585,8341 MR ARANDELA INJ P/ 1 LAMP,1,2,2,0.1818
9585,8341 MR ARANDELA INJ P/ 1 LAMP,2,2,1,0.0909
9585,8341 MR ARANDELA INJ P/ 1 LAMP,3,6,2,0.1818
9585,8341 MR ARANDELA INJ P/ 1 LAMP ,2,4,2,0.1818
9585,8341 MR ARANDELA INJ P/ 1 LAMP ,3,6,2,0.1818
9585,8341 MR ARANDELA INJ P/ 1 LAMP ,4,4,1,0.0909
9585,8341 MR ARANDELA INJ P/ 1 LAMP ,8,8,1,0.0909
9587,8343 MR ARANDELA INJ P/ 1 LAMP ,2,4,2,0.3333
9587,8343 MR ARANDELA INJ P/ 1 LAMP ,3,6,2,0.3333
9587,8343 MR ARANDELA INJ P/ 1 LAMP ,4,4,1,0.1667
9587,8343 MR ARANDELA INJ P/ 1 LAMP ,6,6,1,0.1667
9589,8431 MR ARANDELA INJ P/1 LAMP C/SUP INF,1,1,1,1.0
9590,8432 MR ARANDELA INJ P/1 LAMP C/SUP SUP,1,1,1,0.5
9590,8432 MR ARANDELA INJ P/1 LAMP C/SUP SUP,3,3,1,0.5
9595,8383 MR ARANDELA INJ P/1 LAMP INF C/PIN,1,1,1,1.0
9596,8384 MR ARANDELA INJ P/1 LAMP SUP C/PIN,10,10,1,1.0
9597,8385 MR BALIZADOR INJ P/1 LAMP ,1,10,10,0.3704
9597,8385 MR BALIZADOR INJ P/1 LAMP ,2,12,6,0.2222
9597,8385 MR BALIZADOR INJ P/1 LAMP ,3,3,1,0.037
9597,8385 MR BALIZADOR INJ P/1 LAMP ,4,20,5,0.1852
9597,8385 MR BALIZADOR INJ P/1 LAMP ,5,5,1,0.037
9597,8385 MR BALIZADOR INJ P/1 LAMP ,7,7,1,0.037
9597,8385 MR BALIZADOR INJ P/1 LAMP ,8,8,1,0.037
9597,8385 MR BALIZADOR INJ P/1 LAMP ,20,40,2,0.0741
9602,8113 MR PENDENTE INJ EM TERMOPLASTICO ,1,2,2,0.6667
9602,8113 MR PENDENTE INJ EM TERMOPLASTICO ,2,2,1,0.3333
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM ,1,1,1,0.1111
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM ,2,2,1,0.1111
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM ,7,21,3,0.3333
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM ,10,20,2,0.2222
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM ,18,18,1,0.1111
9605,8119 MR BALIZADOR P/JD E MURO INJ TERM ,30,30,1,0.1111
9606,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP,3,6,2,0.2857
9606,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP,4,4,1,0.1429
9606,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP,5,5,1,0.1429
9606,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP ,3,3,1,0.1429
9606,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP ,6,12,2,0.2857
9612,8237 MR ARANDELA INJ P/ 1 LAMP,1,5,5,0.1562
9612,8237 MR ARANDELA INJ P/ 1 LAMP,2,18,9,0.2812
9612,8237 MR ARANDELA INJ P/ 1 LAMP,3,21,7,0.2188
9612,8237 MR ARANDELA INJ P/ 1 LAMP,4,16,4,0.125
9612,8237 MR ARANDELA INJ P/ 1 LAMP,5,10,2,0.0625
9612,8237 MR ARANDELA INJ P/ 1 LAMP,8,32,4,0.125
9612,8237 MR ARANDELA INJ P/ 1 LAMP,10,10,1,0.0312
9630,8444 MR ARAND INJ.P/1L E27 LENTE TRANSPA,7,7,1,1.0
9639,8800 BRANCO ARANDELA INJETADA P/1LAMP G9,4,4,1,1.0
9641,8801 PRETA ARANDELA INJETADA P/1LAMP G9,4,4,1,1.0
9716,8830 BR SPOT DE SOBREPOR QUAD.MR16/GU10,4,4,1,1.0
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,1,1,1,0.0667
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,3,9,3,0.2
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,4,4,1,0.0667
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,5,15,3,0.2
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,7,7,1,0.0667
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8,40,5,0.3333
9717,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,17,17,1,0.0667
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,2,4,2,0.2
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,3,6,2,0.2
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,4,8,2,0.2
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,6,6,1,0.1
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,7,7,1,0.1
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,10,10,1,0.1
9719,8831 PR SPOT DE SOBREPOR RED.MR16/GU10,11,11,1,0.1
9722,8833 BR SPOT DE SOBREPOR RED.MR16/GU10 ,3,6,2,0.6667
9722,8833 BR SPOT DE SOBREPOR RED.MR16/GU10 ,8,8,1,0.3333
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,1,1,1,0.0588
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,2,8,4,0.2353
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,3,15,5,0.2941
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,4,8,2,0.1176
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,6,12,2,0.1176
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,10,10,1,0.0588
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,11,11,1,0.0588
9723,8833 PR SPOT DE SOBREPOR RED.MR16/GU10 ,12,12,1,0.0588
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,1,1,1,0.1667
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,4,4,1,0.1667
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,5,5,1,0.1667
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,8,8,1,0.1667
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,10,10,1,0.1667
9725,8834 PR SPOT DE SOBREPOR QUA. E27-PAR 20,25,25,1,0.1667
9726,8835 BR SPOT DE SOBREPOR RED.E-27 PAR 20,2,2,1,0.2
9726,8835 BR SPOT DE SOBREPOR RED.E-27 PAR 20,3,6,2,0.4
9726,8835 BR SPOT DE SOBREPOR RED.E-27 PAR 20,5,5,1,0.2
9726,8835 BR SPOT DE SOBREPOR RED.E-27 PAR 20,7,7,1,0.2
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,2,2,1,0.1667
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,3,3,1,0.1667
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,4,4,1,0.1667
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,6,6,1,0.1667
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,14,14,1,0.1667
9727,8835 PR SPOT DE SOBREPOR RED.E27-PAR 20,20,20,1,0.1667
9755,8130 BR PENDENTE P/ 1 LAMP E27,1,3,3,0.75
9755,8130 BR PENDENTE P/ 1 LAMP E27,3,3,1,0.25
9756,8130 PR PENDENTE P/ 1 LAMP E27,1,8,8,0.2581
9756,8130 PR PENDENTE P/ 1 LAMP E27,2,16,8,0.2581
9756,8130 PR PENDENTE P/ 1 LAMP E27,3,3,1,0.0323
9756,8130 PR PENDENTE P/ 1 LAMP E27,4,8,2,0.0645
9756,8130 PR PENDENTE P/ 1 LAMP E27,5,5,1,0.0323
9756,8130 PR PENDENTE P/ 1 LAMP E27,6,12,2,0.0645
9756,8130 PR PENDENTE P/ 1 LAMP E27,7,7,1,0.0323
9756,8130 PR PENDENTE P/ 1 LAMP E27,8,16,2,0.0645
9756,8130 PR PENDENTE P/ 1 LAMP E27,11,22,2,0.0645
9756,8130 PR PENDENTE P/ 1 LAMP E27,12,36,3,0.0968
9756,8130 PR PENDENTE P/ 1 LAMP E27,25,25,1,0.0323
9757,8130 MR PENDENTE P/ 1 LAMP E27,2,2,1,0.5
9757,8130 MR PENDENTE P/ 1 LAMP E27,5,5,1,0.5
9761,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,1,5,5,0.5
9761,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,2,6,3,0.3
9761,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,4,4,1,0.1
9761,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,7,7,1,0.1
9766,8132 PR ARANDELA C/SUP.SUP.P/ 1 LAMP E27,2,2,1,1.0
9767,8132 MR ARANDELA C/SUP.SUP.P/ 1 LAMP E27,1,3,3,0.6
9767,8132 MR ARANDELA C/SUP.SUP.P/ 1 LAMP E27,4,8,2,0.4
9771,8133 PR BALIZADOR P/1 LAMP E27,1,25,25,0.7576
9771,8133 PR BALIZADOR P/1 LAMP E27,5,10,2,0.0606
9771,8133 PR BALIZADOR P/1 LAMP E27,6,12,2,0.0606
9771,8133 PR BALIZADOR P/1 LAMP E27,9,9,1,0.0303
9771,8133 PR BALIZADOR P/1 LAMP E27,11,11,1,0.0303
9771,8133 PR BALIZADOR P/1 LAMP E27,21,21,1,0.0303
9771,8133 PR BALIZADOR P/1 LAMP E27,22,22,1,0.0303
9778,8135 PR POSTE P/2 LAMP E27,1,2,2,0.6667
9778,8135 PR POSTE P/2 LAMP E27,3,3,1,0.3333
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,1,13,13,0.3421
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,2,28,14,0.3684
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,3,15,5,0.1316
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,4,12,3,0.0789
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,5,10,2,0.0526
9779,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,7,7,1,0.0263
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,1,73,73,0.2098
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,2,178,89,0.2557
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,3,159,53,0.1523
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,4,168,42,0.1207
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,5,100,20,0.0575
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,6,78,13,0.0374
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,7,42,6,0.0172
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8,80,10,0.0287
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,9,45,5,0.0144
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,10,60,6,0.0172
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,11,22,2,0.0057
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,12,60,5,0.0144
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,14,42,3,0.0086
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,15,60,4,0.0115
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,16,32,2,0.0057
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,17,17,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,18,72,4,0.0115
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,20,20,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,21,21,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,23,46,2,0.0057
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,29,29,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,32,32,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,38,38,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,39,39,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,42,42,1,0.0029
9780,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,49,49,1,0.0029
9781,8136 MR PENDENTE INJ P/1 LAMP E27 L/C,6,6,1,1.0
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,1,1,1,0.0588
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,2,16,8,0.4706
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,3,6,2,0.1176
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,5,15,3,0.1765
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,6,6,1,0.0588
9785,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,9,18,2,0.1176
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,1,7,7,0.3333
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,2,16,8,0.381
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,3,6,2,0.0952
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,4,8,2,0.0952
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,6,6,1,0.0476
9786,8137 MR ARANDELA C/SUP.INF.P/1L E27 L/C,8,8,1,0.0476
9790,8138 PR ARANDELA C/SUP.SUP.P/1L E27 L/C,2,2,1,0.5
9790,8138 PR ARANDELA C/SUP.SUP.P/1L E27 L/C,4,4,1,0.5
9791,8138 MR ARANDELA C/SUP.SUP.P/1L E27 L/C,11,11,1,1.0
9814,8830 MR SPOT DE SOBREPOR QUAD.MR16/GU10,1,1,1,0.5
9814,8830 MR SPOT DE SOBREPOR QUAD.MR16/GU10,6,6,1,0.5
9815,8831 MR SPOT DE SOBREPOR RED.MR16/GU10,6,6,1,1.0
9816,8832 MR SPOT DE SOBREPOR QUAD.MR16/GU10,12,12,1,1.0
9817,8833 MR SPOT DE SOBREPOR RED.MR16/GU10 ,1,1,1,0.1429
9817,8833 MR SPOT DE SOBREPOR RED.MR16/GU10 ,4,16,4,0.5714
9817,8833 MR SPOT DE SOBREPOR RED.MR16/GU10 ,7,7,1,0.1429
9817,8833 MR SPOT DE SOBREPOR RED.MR16/GU10 ,10,10,1,0.1429
9819,8835 MR SPOT DE SOBREPOR RED.E-27 PAR 20,1,1,1,0.125
9819,8835 MR SPOT DE SOBREPOR RED.E-27 PAR 20,3,6,2,0.25
9819,8835 MR SPOT DE SOBREPOR RED.E-27 PAR 20,4,4,1,0.125
9819,8835 MR SPOT DE SOBREPOR RED.E-27 PAR 20,9,9,1,0.125
9819,8835 MR SPOT DE SOBREPOR RED.E-27 PAR 20,10,30,3,0.375
9820,8140 BR PENDENTE P/1 LAMP E27 LENTE CRIS,1,1,1,1.0
9821,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,1,2,2,0.3333
9821,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,2,4,2,0.3333
9821,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,3,3,1,0.1667
9821,8140 PR PENDENTE P/1 LAMP E27 LENTE CRIS,4,4,1,0.1667
9824,8141 PR ARAN SUP.INFERIOR LENTE CRISTAL,1,2,2,0.6667
9824,8141 PR ARAN SUP.INFERIOR LENTE CRISTAL,3,3,1,0.3333
9827,8142 PR ARAN SUP.SUPERIOR LENTE CRISTAL,1,1,1,1.0
9831,8144 PR POSTE P/2 LAMP E27 LENTE CRISTAL,1,7,7,0.7778
9831,8144 PR POSTE P/2 LAMP E27 LENTE CRISTAL,2,4,2,0.2222
9834,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,1,2,2,0.4
9834,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,2,6,3,0.6
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,1,2,2,0.1667
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,2,8,4,0.3333
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,3,6,2,0.1667
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,4,4,1,0.0833
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,5,10,2,0.1667
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,12,12,1,0.0833
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,1,7,7,0.1944
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,2,24,12,0.3333
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,3,12,4,0.1111
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,4,12,3,0.0833
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,5,5,1,0.0278
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,6,12,2,0.0556
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8,16,2,0.0556
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,9,9,1,0.0278
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,10,10,1,0.0278
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,14,14,1,0.0278
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,18,18,1,0.0278
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,22,22,1,0.0278
9838,8244 MR ARANDELA P/1LAMP E27 LENTE TRANS,1,1,1,0.1
9838,8244 MR ARANDELA P/1LAMP E27 LENTE TRANS,2,12,6,0.6
9838,8244 MR ARANDELA P/1LAMP E27 LENTE TRANS,8,16,2,0.2
9838,8244 MR ARANDELA P/1LAMP E27 LENTE TRANS,15,15,1,0.1
9840,8323 PR ARANDELA P/1 LAMP E27 LENTE TRAN,1,1,1,0.5
9840,8323 PR ARANDELA P/1 LAMP E27 LENTE TRAN,12,12,1,0.5
9868,8117 MR POSTE C/TUBO AL P/2 LAMP E27,4,4,1,1.0
9923,8426 BR BALIZADOR P/JD E MURO P/1 LAMP ,1,1,1,0.3333
9923,8426 BR BALIZADOR P/JD E MURO P/1 LAMP ,2,2,1,0.3333
9923,8426 BR BALIZADOR P/JD E MURO P/1 LAMP ,4,4,1,0.3333
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,1,1,1,0.0256
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,2,6,3,0.0769
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,3,3,1,0.0256
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,4,8,2,0.0513
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,5,10,2,0.0513
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,6,48,8,0.2051
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP ,1,4,4,0.1026
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP ,2,22,11,0.2821
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP ,3,9,3,0.0769
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP ,4,4,1,0.0256
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP ,8,16,2,0.0513
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP ,12,12,1,0.0256
9925,8426 MR BALIZADOR P/JD E MURO P/1 LAMP ,2,6,3,0.6
9925,8426 MR BALIZADOR P/JD E MURO P/1 LAMP ,9,9,1,0.2
9925,8426 MR BALIZADOR P/JD E MURO P/1 LAMP ,10,10,1,0.2
9933,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,1,4,4,0.8
9933,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,14,14,1,0.2
9935,8150 BR BALIZADOR L/F P/JD E MURO P/1LAM,1,3,3,0.25
9935,8150 BR BALIZADOR L/F P/JD E MURO P/1LAM,2,14,7,0.5833
9935,8150 BR BALIZADOR L/F P/JD E MURO P/1LAM,4,4,1,0.0833
9935,8150 BR BALIZADOR L/F P/JD E MURO P/1LAM,7,7,1,0.0833
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,1,9,9,0.1698
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,2,50,25,0.4717
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,3,21,7,0.1321
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,4,16,4,0.0755
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,7,28,4,0.0755
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,10,10,1,0.0189
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,11,11,1,0.0189
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,12,12,1,0.0189
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,32,32,1,0.0189
9937,8150 MR BALIZADOR L/F P/JD E MURO P/1LAM,1,4,4,0.5714
9937,8150 MR BALIZADOR L/F P/JD E MURO P/1LAM,2,6,3,0.4286
9938,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,1,1,1,0.125
9938,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,2,4,2,0.25
9938,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,3,6,2,0.25
9938,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,4,8,2,0.25
9938,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,9,9,1,0.125
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,1,9,9,0.1579
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,2,54,27,0.4737
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,3,24,8,0.1404
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,4,32,8,0.1404
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,6,12,2,0.0351
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8,16,2,0.0351
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,12,12,1,0.0175
9940,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,1,1,1,0.1429
9940,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,2,8,4,0.5714
9940,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,4,4,1,0.1429
9940,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,10,10,1,0.1429
